Date,Open,High,Low,Close,Adj Close,Volume
2009-07-01,3.930000,4.050000,3.880000,3.910000,3.910000,25970300
2009-07-02,3.840000,3.890000,3.760000,3.780000,3.780000,13415300
2009-07-06,3.740000,3.770000,3.500000,3.550000,3.550000,26785900
2009-07-07,3.630000,3.630000,3.350000,3.430000,3.430000,20511800
2009-07-08,3.430000,3.490000,3.220000,3.360000,3.360000,32725000
2009-07-09,3.430000,3.560000,3.380000,3.480000,3.480000,19995600
2009-07-10,3.430000,3.560000,3.420000,3.490000,3.490000,13017100
2009-07-13,3.530000,3.600000,3.360000,3.560000,3.560000,15494800
2009-07-14,3.590000,3.610000,3.490000,3.550000,3.550000,14482300
2009-07-15,3.800000,3.970000,3.800000,3.860000,3.860000,35985700
2009-07-16,3.900000,3.950000,3.760000,3.920000,3.920000,18804500
2009-07-17,3.950000,4.000000,3.890000,4.000000,4.000000,15920000
2009-07-20,4.030000,4.180000,4.000000,4.170000,4.170000,30769400
2009-07-21,4.250000,4.250000,3.950000,4.080000,4.080000,47575700
2009-07-22,3.540000,3.640000,3.410000,3.550000,3.550000,66623200
2009-07-23,3.540000,3.600000,3.490000,3.590000,3.590000,26307900
2009-07-24,3.560000,3.810000,3.540000,3.770000,3.770000,25206600
2009-07-27,3.820000,3.840000,3.710000,3.800000,3.800000,15781300
2009-07-28,3.770000,3.810000,3.700000,3.770000,3.770000,15661700
2009-07-29,3.770000,3.790000,3.650000,3.710000,3.710000,18382700
2009-07-30,3.780000,3.810000,3.650000,3.660000,3.660000,20841900
2009-07-31,3.660000,3.730000,3.650000,3.660000,3.660000,14282400
2009-08-03,3.750000,3.780000,3.700000,3.740000,3.740000,12875200
2009-08-04,3.750000,3.850000,3.680000,3.760000,3.760000,20095900
2009-08-05,3.770000,3.790000,3.700000,3.750000,3.750000,12174500
2009-08-06,3.750000,3.790000,3.660000,3.710000,3.710000,11660200
2009-08-07,3.770000,3.770000,3.660000,3.700000,3.700000,12259500
2009-08-10,3.710000,3.710000,3.650000,3.680000,3.680000,10704400
2009-08-11,3.680000,3.690000,3.550000,3.590000,3.590000,12670300
2009-08-12,3.600000,3.630000,3.560000,3.590000,3.590000,13465300
2009-08-13,3.610000,3.710000,3.520000,3.680000,3.680000,22048000
2009-08-14,3.660000,3.760000,3.590000,3.690000,3.690000,23177600
2009-08-17,3.550000,3.610000,3.520000,3.550000,3.550000,15706400
2009-08-18,3.550000,3.580000,3.490000,3.560000,3.560000,23269700
2009-08-19,3.490000,3.530000,3.470000,3.520000,3.520000,10937500
2009-08-20,3.530000,3.550000,3.490000,3.520000,3.520000,6528900
2009-08-21,3.530000,3.710000,3.510000,3.700000,3.700000,20133600
2009-08-24,3.930000,4.100000,3.880000,4.000000,4.000000,49755000
2009-08-25,4.130000,4.140000,4.020000,4.020000,4.020000,28065000
2009-08-26,4.030000,4.080000,4.000000,4.060000,4.060000,20686200
2009-08-27,4.040000,4.260000,4.000000,4.230000,4.230000,26139300
2009-08-28,4.450000,4.550000,4.300000,4.470000,4.470000,41971900
2009-08-31,4.320000,4.380000,4.230000,4.360000,4.360000,22133900
2009-09-01,4.360000,4.570000,4.180000,4.220000,4.220000,32602600
2009-09-02,4.190000,4.330000,4.130000,4.280000,4.280000,19010800
2009-09-03,4.390000,4.560000,4.350000,4.530000,4.530000,33180600
2009-09-04,4.550000,4.560000,4.380000,4.530000,4.530000,19622500
2009-09-08,4.600000,5.240000,4.570000,5.190000,5.190000,73355000
2009-09-09,5.150000,5.300000,5.000000,5.200000,5.200000,44410400
2009-09-10,5.290000,5.450000,5.200000,5.380000,5.380000,39108400
2009-09-11,5.490000,5.750000,5.450000,5.680000,5.680000,48505700
2009-09-14,5.620000,5.780000,5.510000,5.720000,5.720000,27629100
2009-09-15,5.770000,5.940000,5.720000,5.880000,5.880000,26757300
2009-09-16,5.850000,5.870000,5.570000,5.690000,5.690000,43399700
2009-09-17,5.690000,5.780000,5.550000,5.670000,5.670000,38169500
2009-09-18,5.740000,5.750000,5.430000,5.700000,5.700000,34251800
2009-09-21,5.570000,5.890000,5.560000,5.810000,5.810000,26292700
2009-09-22,5.910000,6.300000,5.840000,6.080000,6.080000,39994300
2009-09-23,6.180000,6.280000,6.000000,6.020000,6.020000,34479800
2009-09-24,6.060000,6.090000,5.570000,5.660000,5.660000,36318200
2009-09-25,5.520000,5.830000,5.510000,5.830000,5.830000,29820800
2009-09-28,5.870000,6.060000,5.790000,5.940000,5.940000,20247100
2009-09-29,5.850000,6.100000,5.720000,5.780000,5.780000,31086500
2009-09-30,5.800000,5.850000,5.590000,5.660000,5.660000,37557200
2009-10-01,5.620000,5.650000,5.270000,5.390000,5.390000,42759500
2009-10-02,5.220000,5.450000,5.050000,5.310000,5.310000,31821800
2009-10-05,5.150000,5.630000,5.120000,5.540000,5.540000,29232100
2009-10-06,5.670000,5.780000,5.530000,5.640000,5.640000,21908400
2009-10-07,5.660000,5.690000,5.520000,5.540000,5.540000,16911100
2009-10-08,5.580000,5.670000,5.460000,5.510000,5.510000,20299300
2009-10-09,5.510000,5.900000,5.510000,5.880000,5.880000,27325500
2009-10-12,6.130000,6.290000,6.080000,6.140000,6.140000,38595800
2009-10-13,6.210000,6.220000,6.060000,6.080000,6.080000,29647100
2009-10-14,6.310000,6.360000,6.160000,6.250000,6.250000,32294400
2009-10-15,6.210000,6.230000,6.050000,6.190000,6.190000,37778500
2009-10-16,5.890000,5.940000,5.650000,5.740000,5.740000,62203100
2009-10-19,5.780000,5.890000,5.680000,5.870000,5.870000,20547600
2009-10-20,5.940000,6.180000,5.920000,5.980000,5.980000,35580300
2009-10-21,5.890000,6.070000,5.700000,5.770000,5.770000,27058800
2009-10-22,5.760000,5.870000,5.610000,5.830000,5.830000,21176900
2009-10-23,5.930000,5.930000,5.520000,5.600000,5.600000,26662900
2009-10-26,5.620000,5.710000,5.340000,5.420000,5.420000,26803400
2009-10-27,5.420000,5.470000,5.070000,5.150000,5.150000,31030200
2009-10-28,4.980000,5.020000,4.750000,4.850000,4.850000,30672900
2009-10-29,4.950000,5.100000,4.900000,4.930000,4.930000,27195300
2009-10-30,4.980000,4.980000,4.550000,4.600000,4.600000,31600900
2009-11-02,4.680000,4.780000,4.440000,4.600000,4.600000,23885000
2009-11-03,4.490000,4.650000,4.330000,4.640000,4.640000,23046700
2009-11-04,4.710000,4.880000,4.670000,4.690000,4.690000,25223500
2009-11-05,4.810000,4.860000,4.720000,4.830000,4.830000,14731100
2009-11-06,4.840000,5.050000,4.790000,5.040000,5.040000,20953200
2009-11-09,5.120000,5.240000,5.100000,5.210000,5.210000,15821100
2009-11-10,5.200000,5.310000,5.070000,5.140000,5.140000,16308400
2009-11-11,5.230000,5.350000,5.200000,5.320000,5.320000,24533200
2009-11-12,6.640000,6.730000,6.350000,6.480000,6.480000,163101700
2009-11-13,6.260000,6.560000,6.170000,6.530000,6.530000,68140400
2009-11-16,6.560000,6.700000,6.320000,6.430000,6.430000,48798900
2009-11-17,6.370000,6.640000,6.350000,6.620000,6.620000,26734100
2009-11-18,6.710000,7.330000,6.700000,7.320000,7.320000,79142400
2009-11-19,7.200000,7.300000,6.780000,7.050000,7.050000,65901400
2009-11-20,6.900000,7.000000,6.800000,6.950000,6.950000,28226700
2009-11-23,7.030000,7.150000,6.940000,7.000000,7.000000,29284300
2009-11-24,7.010000,7.070000,6.830000,6.950000,6.950000,18549700
2009-11-25,7.010000,7.120000,6.970000,7.110000,7.110000,16390300
2009-11-27,6.690000,7.000000,6.680000,6.850000,6.850000,16185100
2009-11-30,6.900000,7.010000,6.780000,7.010000,7.010000,19388300
2009-12-01,7.110000,7.250000,7.010000,7.200000,7.200000,23136400
2009-12-02,7.210000,7.500000,7.210000,7.300000,7.300000,26906700
2009-12-03,7.370000,8.230000,7.360000,8.030000,8.030000,69019800
2009-12-04,8.090000,8.250000,7.650000,7.860000,7.860000,43885500
2009-12-07,8.250000,8.610000,8.230000,8.520000,8.520000,45635400
2009-12-08,8.430000,8.820000,8.340000,8.670000,8.670000,41620000
2009-12-09,8.810000,8.870000,8.550000,8.710000,8.710000,30324700
2009-12-10,8.820000,8.900000,8.570000,8.580000,8.580000,26101900
2009-12-11,8.610000,8.690000,8.430000,8.640000,8.640000,20052900
2009-12-14,8.810000,8.840000,8.580000,8.680000,8.680000,24243900
2009-12-15,8.650000,9.080000,8.570000,8.820000,8.820000,30510200
2009-12-16,9.140000,9.390000,8.820000,9.150000,9.150000,43161900
2009-12-17,9.030000,9.300000,9.000000,9.120000,9.120000,19954300
2009-12-18,9.000000,9.120000,8.930000,9.050000,9.050000,15956300
2009-12-21,9.090000,9.590000,9.010000,9.530000,9.530000,30422500
2009-12-22,9.550000,9.760000,9.290000,9.430000,9.430000,26229900
2009-12-23,9.450000,9.690000,9.420000,9.670000,9.670000,19547900
2009-12-24,9.790000,9.950000,9.780000,9.910000,9.910000,11332000
2009-12-28,9.970000,10.040000,9.710000,9.830000,9.830000,17266400
2009-12-29,9.810000,9.910000,9.440000,9.750000,9.750000,20986000
2009-12-30,9.630000,9.830000,9.580000,9.720000,9.720000,14407600
2009-12-31,9.750000,9.770000,9.630000,9.680000,9.680000,9396500
2010-01-04,9.790000,9.900000,9.680000,9.700000,9.700000,18748700
2010-01-05,9.710000,9.900000,9.680000,9.710000,9.710000,22145700
2010-01-06,9.680000,9.760000,9.550000,9.570000,9.570000,18643400
2010-01-07,9.510000,9.550000,9.180000,9.470000,9.470000,26806800
2010-01-08,9.370000,9.470000,9.290000,9.430000,9.430000,13752800
2010-01-11,9.380000,9.440000,9.080000,9.140000,9.140000,23700100
2010-01-12,8.890000,8.920000,8.520000,8.650000,8.650000,33387100
2010-01-13,8.710000,9.200000,8.550000,9.150000,9.150000,32741900
2010-01-14,9.180000,9.260000,8.920000,9.000000,9.000000,22556600
2010-01-15,9.130000,9.190000,8.800000,8.840000,8.840000,34336600
2010-01-19,8.840000,9.210000,8.840000,9.010000,9.010000,24866200
2010-01-20,8.980000,9.000000,8.760000,8.870000,8.870000,22813600
2010-01-21,9.010000,9.100000,8.770000,8.990000,8.990000,37888700
2010-01-22,8.550000,8.560000,7.820000,7.880000,7.880000,69136400
2010-01-25,8.010000,8.140000,7.930000,8.070000,8.070000,20560000
2010-01-26,8.030000,8.190000,7.930000,8.090000,8.090000,20946600
2010-01-27,8.030000,8.220000,7.910000,8.190000,8.190000,26832700
2010-01-28,8.240000,8.250000,7.710000,7.880000,7.880000,32084100
2010-01-29,8.010000,8.100000,7.300000,7.460000,7.460000,37457700
2010-02-01,7.610000,7.980000,7.530000,7.980000,7.980000,25476400
2010-02-02,7.740000,7.960000,7.720000,7.910000,7.910000,21110900
2010-02-03,7.830000,7.960000,7.760000,7.810000,7.810000,14521900
2010-02-04,7.640000,7.650000,7.100000,7.190000,7.190000,33172200
2010-02-05,7.130000,7.370000,6.980000,7.350000,7.350000,28808300
2010-02-08,7.380000,7.620000,7.280000,7.420000,7.420000,24304200
2010-02-09,7.590000,7.640000,7.420000,7.540000,7.540000,19978100
2010-02-10,7.470000,7.710000,7.450000,7.640000,7.640000,17269400
2010-02-11,7.670000,7.900000,7.600000,7.840000,7.840000,14973100
2010-02-12,7.710000,8.000000,7.650000,7.870000,7.870000,21788000
2010-02-16,7.910000,8.140000,7.870000,8.060000,8.060000,13579100
2010-02-17,8.110000,8.200000,7.940000,8.030000,8.030000,12019200
2010-02-18,7.980000,8.080000,7.870000,7.950000,7.950000,14677000
2010-02-19,7.820000,7.990000,7.820000,7.930000,7.930000,8107300
2010-02-22,7.960000,8.000000,7.830000,7.900000,7.900000,9708700
2010-02-23,7.910000,7.940000,7.690000,7.790000,7.790000,15566700
2010-02-24,7.780000,8.100000,7.770000,8.050000,8.050000,16543800
2010-02-25,7.880000,7.890000,7.620000,7.890000,7.890000,20955600
2010-02-26,7.830000,7.960000,7.680000,7.910000,7.910000,17085200
2010-03-01,7.940000,8.250000,7.940000,8.210000,8.210000,14856000
2010-03-02,8.330000,8.600000,8.290000,8.380000,8.380000,25506100
2010-03-03,8.440000,8.550000,8.280000,8.350000,8.350000,14260800
2010-03-04,8.370000,8.500000,8.280000,8.500000,8.500000,14448000
2010-03-05,8.550000,8.700000,8.480000,8.610000,8.610000,14826400
2010-03-08,8.660000,8.690000,8.510000,8.640000,8.640000,12760000
2010-03-09,8.500000,8.690000,8.430000,8.630000,8.630000,17664900
2010-03-10,8.600000,9.090000,8.590000,8.920000,8.920000,23426900
2010-03-11,8.910000,9.000000,8.740000,8.950000,8.950000,15977800
2010-03-12,9.040000,9.040000,8.900000,8.930000,8.930000,12802500
2010-03-15,8.880000,8.950000,8.800000,8.920000,8.920000,11428900
2010-03-16,8.950000,9.420000,8.940000,9.400000,9.400000,25356300
2010-03-17,9.470000,9.740000,9.420000,9.670000,9.670000,23574800
2010-03-18,9.620000,9.660000,9.260000,9.390000,9.390000,17772300
2010-03-19,9.110000,9.410000,9.100000,9.110000,9.110000,15938000
2010-03-22,8.910000,9.320000,8.790000,9.310000,9.310000,15101100
2010-03-23,9.340000,9.490000,9.260000,9.450000,9.450000,10623200
2010-03-24,9.380000,9.380000,9.200000,9.230000,9.230000,12096100
2010-03-25,9.350000,9.440000,9.020000,9.030000,9.030000,15824100
2010-03-26,9.110000,9.190000,8.910000,9.020000,9.020000,12158100
2010-03-29,9.080000,9.200000,9.060000,9.110000,9.110000,9621900
2010-03-30,9.210000,9.280000,9.090000,9.270000,9.270000,13451600
2010-03-31,9.150000,9.440000,9.130000,9.270000,9.270000,12850100
2010-04-01,9.340000,9.490000,9.220000,9.370000,9.370000,11757400
2010-04-05,9.470000,9.540000,9.420000,9.530000,9.530000,10467800
2010-04-06,9.440000,9.490000,9.180000,9.350000,9.350000,18738400
2010-04-07,9.380000,9.830000,9.250000,9.660000,9.660000,29125500
2010-04-08,9.630000,9.630000,9.330000,9.420000,9.420000,21494000
2010-04-09,9.490000,9.580000,9.280000,9.300000,9.300000,24207600
2010-04-12,9.370000,9.530000,9.350000,9.420000,9.420000,16578500
2010-04-13,9.420000,9.590000,9.350000,9.560000,9.560000,15125200
2010-04-14,9.820000,9.970000,9.710000,9.890000,9.890000,29201400
2010-04-15,9.970000,10.240000,9.900000,10.160000,10.160000,55096500
2010-04-16,9.780000,9.900000,9.370000,9.810000,9.810000,67757600
2010-04-19,9.730000,9.840000,9.290000,9.580000,9.580000,27868200
2010-04-20,9.740000,9.810000,9.630000,9.770000,9.770000,21244700
2010-04-21,9.800000,9.910000,9.490000,9.780000,9.780000,28651400
2010-04-22,9.570000,9.900000,9.450000,9.860000,9.860000,22389600
2010-04-23,9.810000,9.850000,9.610000,9.760000,9.760000,18841700
2010-04-26,9.800000,10.150000,9.700000,9.970000,9.970000,24335500
2010-04-27,9.840000,10.060000,9.530000,9.580000,9.580000,27169000
2010-04-28,9.690000,9.800000,9.350000,9.550000,9.550000,23028300
2010-04-29,9.700000,9.780000,9.590000,9.720000,9.720000,14350400
2010-04-30,9.720000,9.720000,9.060000,9.070000,9.070000,37974900
2010-05-03,9.180000,9.380000,9.020000,9.290000,9.290000,27504700
2010-05-04,9.080000,9.080000,8.540000,8.680000,8.680000,46482500
2010-05-05,8.440000,8.880000,8.350000,8.580000,8.580000,36757300
2010-05-06,8.580000,8.720000,7.810000,8.270000,8.270000,44875400
2010-05-07,8.300000,8.670000,7.920000,8.380000,8.380000,48469500
2010-05-10,8.920000,9.030000,8.310000,8.990000,8.990000,34695700
2010-05-11,8.850000,9.290000,8.750000,9.070000,9.070000,41062100
2010-05-12,9.200000,9.580000,9.150000,9.490000,9.490000,33567100
2010-05-13,9.520000,9.780000,9.320000,9.420000,9.420000,33222600
2010-05-14,9.240000,9.310000,8.570000,8.800000,8.800000,59018500
2010-05-17,8.750000,8.870000,8.470000,8.850000,8.850000,27721900
2010-05-18,8.960000,9.010000,8.370000,8.420000,8.420000,29716300
2010-05-19,8.230000,8.630000,8.200000,8.470000,8.470000,29864100
2010-05-20,8.270000,8.370000,8.000000,8.090000,8.090000,37502700
2010-05-21,7.870000,8.550000,7.750000,8.400000,8.400000,39732500
2010-05-24,8.320000,8.560000,8.070000,8.090000,8.090000,24504000
2010-05-25,7.750000,8.150000,7.680000,8.150000,8.150000,30410500
2010-05-26,8.390000,8.590000,8.180000,8.220000,8.220000,37479100
2010-05-27,8.450000,8.800000,8.400000,8.800000,8.800000,24221900
2010-05-28,8.840000,8.870000,8.450000,8.570000,8.570000,28073700
2010-06-01,8.430000,8.430000,8.140000,8.140000,8.140000,31201200
2010-06-02,8.260000,8.540000,8.110000,8.540000,8.540000,24157900
2010-06-03,8.590000,8.730000,8.360000,8.690000,8.690000,22533800
2010-06-04,8.420000,8.670000,8.010000,8.110000,8.110000,37657500
2010-06-07,8.200000,8.220000,7.640000,7.710000,7.710000,27240400
2010-06-08,7.750000,7.880000,7.420000,7.770000,7.770000,36007300
2010-06-09,7.910000,8.050000,7.580000,7.610000,7.610000,24756300
2010-06-10,7.780000,8.040000,7.740000,8.010000,8.010000,27986700
2010-06-11,7.850000,8.180000,7.810000,8.120000,8.120000,21054300
2010-06-14,8.310000,8.450000,8.240000,8.280000,8.280000,21793500
2010-06-15,8.350000,8.880000,8.340000,8.820000,8.820000,35702500
2010-06-16,8.730000,9.190000,8.650000,8.900000,8.900000,33576700
2010-06-17,9.050000,9.050000,8.710000,8.910000,8.910000,21712000
2010-06-18,8.920000,9.050000,8.770000,8.830000,8.830000,16524200
2010-06-21,9.030000,9.160000,8.710000,8.800000,8.800000,25872100
2010-06-22,8.810000,9.020000,8.540000,8.580000,8.580000,23876600
2010-06-23,8.630000,8.800000,8.480000,8.560000,8.560000,23040500
2010-06-24,8.510000,8.570000,8.050000,8.130000,8.130000,31282200
2010-06-25,8.220000,8.220000,7.930000,8.090000,8.090000,22859400
2010-06-28,8.140000,8.240000,7.960000,8.050000,8.050000,21544000
2010-06-29,7.930000,7.930000,7.410000,7.480000,7.480000,43861400
2010-06-30,7.580000,7.650000,7.300000,7.320000,7.320000,26406200
2010-07-01,7.350000,7.530000,7.100000,7.390000,7.390000,27289900
2010-07-02,7.450000,7.480000,7.020000,7.170000,7.170000,26074800
2010-07-06,7.400000,7.420000,6.960000,7.040000,7.040000,25868800
2010-07-07,7.040000,7.410000,7.040000,7.390000,7.390000,23676900
2010-07-08,7.520000,7.520000,7.220000,7.370000,7.370000,21847000
2010-07-09,7.340000,7.350000,7.140000,7.340000,7.340000,20373000
2010-07-12,7.380000,7.600000,7.320000,7.360000,7.360000,36053000
2010-07-13,7.600000,7.690000,7.430000,7.520000,7.520000,39013900
2010-07-14,7.820000,7.820000,7.330000,7.440000,7.440000,49139700
2010-07-15,7.460000,7.480000,7.180000,7.410000,7.410000,51384100
2010-07-16,7.280000,7.590000,7.110000,7.370000,7.370000,72988600
2010-07-19,7.410000,7.540000,7.220000,7.440000,7.440000,27901000
2010-07-20,7.210000,7.630000,7.150000,7.600000,7.600000,30643500
2010-07-21,7.610000,7.650000,7.350000,7.400000,7.400000,28174700
2010-07-22,7.490000,7.680000,7.360000,7.610000,7.610000,25149600
2010-07-23,7.570000,7.840000,7.460000,7.820000,7.820000,28582400
2010-07-26,7.820000,8.100000,7.680000,8.070000,8.070000,32459900
2010-07-27,8.140000,8.250000,8.030000,8.210000,8.210000,34586300
2010-07-28,8.090000,8.200000,7.880000,7.980000,7.980000,30818500
2010-07-29,7.880000,7.880000,7.580000,7.780000,7.780000,40211700
2010-07-30,7.610000,7.670000,7.410000,7.490000,7.490000,35900700
2010-08-02,7.630000,7.770000,7.470000,7.650000,7.650000,29109400
2010-08-03,7.570000,7.590000,7.410000,7.510000,7.510000,20259500
2010-08-04,7.550000,7.610000,7.440000,7.520000,7.520000,18846500
2010-08-05,7.490000,7.620000,7.450000,7.500000,7.500000,14581900
2010-08-06,7.490000,7.720000,7.430000,7.450000,7.450000,33055500
2010-08-09,7.480000,7.520000,7.380000,7.420000,7.420000,26503200
2010-08-10,7.060000,7.130000,6.750000,6.830000,6.830000,80795900
2010-08-11,6.630000,6.680000,6.410000,6.490000,6.490000,54953600
2010-08-12,6.350000,6.750000,6.260000,6.570000,6.570000,55112400
2010-08-13,6.600000,6.720000,6.470000,6.490000,6.490000,24334500
2010-08-16,6.470000,6.710000,6.430000,6.620000,6.620000,20081000
2010-08-17,6.720000,6.770000,6.620000,6.630000,6.630000,14697000
2010-08-18,6.620000,6.660000,6.510000,6.570000,6.570000,20106000
2010-08-19,6.480000,6.550000,6.280000,6.420000,6.420000,21654500
2010-08-20,6.360000,6.440000,6.190000,6.250000,6.250000,23001300
2010-08-23,6.300000,6.360000,6.110000,6.140000,6.140000,22085300
2010-08-24,6.000000,6.210000,5.940000,5.990000,5.990000,32883400
2010-08-25,5.920000,6.180000,5.850000,6.130000,6.130000,27782400
2010-08-26,6.190000,6.220000,5.830000,5.870000,5.870000,28958300
2010-08-27,5.940000,6.090000,5.530000,6.080000,6.080000,49323200
2010-08-30,6.020000,6.080000,5.770000,5.780000,5.780000,23624200
2010-08-31,5.690000,5.800000,5.570000,5.610000,5.610000,28571000
2010-09-01,5.750000,5.860000,5.680000,5.760000,5.760000,34998400
2010-09-02,5.820000,5.960000,5.700000,5.930000,5.930000,24411300
2010-09-03,6.050000,6.120000,5.890000,6.090000,6.090000,22285200
2010-09-07,6.040000,6.180000,5.950000,5.950000,5.950000,21679600
2010-09-08,5.960000,5.960000,5.790000,5.830000,5.830000,19381400
2010-09-09,5.950000,5.950000,5.820000,5.860000,5.860000,17213400
2010-09-10,5.880000,5.900000,5.670000,5.810000,5.810000,23117800
2010-09-13,5.890000,6.340000,5.890000,6.180000,6.180000,51746600
2010-09-14,6.160000,6.470000,6.080000,6.270000,6.270000,33687400
2010-09-15,6.250000,6.290000,6.130000,6.220000,6.220000,18351800
2010-09-16,6.210000,6.250000,6.100000,6.150000,6.150000,21556800
2010-09-17,6.210000,6.220000,6.090000,6.120000,6.120000,20223700
2010-09-20,6.160000,6.170000,6.020000,6.090000,6.090000,22871300
2010-09-21,6.100000,6.250000,6.060000,6.170000,6.170000,20615600
2010-09-22,6.120000,6.270000,6.060000,6.260000,6.260000,27117300
2010-09-23,6.200000,6.590000,6.140000,6.400000,6.400000,39689700
2010-09-24,6.600000,6.850000,6.600000,6.840000,6.840000,53726900
2010-09-27,6.920000,7.240000,6.840000,7.020000,7.020000,56266900
2010-09-28,7.060000,7.090000,6.870000,6.950000,6.950000,32223300
2010-09-29,6.870000,7.340000,6.850000,7.280000,7.280000,44249400
2010-09-30,7.390000,7.440000,6.990000,7.110000,7.110000,38514800
2010-10-01,7.200000,7.260000,7.010000,7.050000,7.050000,27510600
2010-10-04,7.030000,7.080000,6.840000,6.940000,6.940000,23042400
2010-10-05,7.040000,7.120000,6.890000,6.980000,6.980000,36286400
2010-10-06,7.010000,7.050000,6.780000,6.860000,6.860000,23477400
2010-10-07,6.890000,6.930000,6.770000,6.870000,6.870000,21005600
2010-10-08,6.870000,7.100000,6.790000,7.050000,7.050000,25394100
2010-10-11,7.100000,7.280000,7.080000,7.240000,7.240000,24687300
2010-10-12,7.260000,7.350000,7.160000,7.300000,7.300000,27727500
2010-10-13,7.450000,7.480000,7.220000,7.220000,7.220000,32283000
2010-10-14,7.230000,7.250000,7.000000,7.140000,7.140000,36306700
2010-10-15,7.360000,7.390000,7.010000,7.120000,7.120000,37688100
2010-10-18,7.110000,7.130000,6.890000,6.960000,6.960000,26657500
2010-10-19,6.860000,7.140000,6.800000,6.950000,6.950000,39344200
2010-10-20,6.980000,7.050000,6.800000,6.820000,6.820000,45596700
2010-10-21,6.870000,6.950000,6.790000,6.890000,6.890000,23156100
2010-10-22,6.860000,7.000000,6.860000,6.890000,6.890000,21180100
2010-10-25,6.960000,7.330000,6.940000,7.260000,7.260000,37042200
2010-10-26,7.200000,7.300000,7.140000,7.200000,7.200000,16114600
2010-10-27,7.170000,7.350000,7.160000,7.350000,7.350000,18477100
2010-10-28,7.360000,7.680000,7.340000,7.630000,7.630000,32454500
2010-10-29,7.610000,7.630000,7.310000,7.340000,7.340000,26841400
2010-11-01,7.480000,7.500000,7.300000,7.360000,7.360000,20604400
2010-11-02,7.410000,7.630000,7.400000,7.540000,7.540000,21752500
2010-11-03,7.520000,7.670000,7.470000,7.640000,7.640000,20359100
2010-11-04,7.710000,8.000000,7.670000,8.000000,8.000000,29582400
2010-11-05,8.030000,8.160000,7.970000,8.040000,8.040000,24711800
2010-11-08,8.030000,8.220000,8.030000,8.140000,8.140000,28465800
2010-11-09,8.220000,8.240000,7.850000,7.910000,7.910000,42726500
2010-11-10,7.890000,7.940000,7.700000,7.750000,7.750000,31317300
2010-11-11,7.560000,7.680000,7.460000,7.630000,7.630000,17940500
2010-11-12,7.590000,7.850000,7.500000,7.630000,7.630000,34469700
2010-11-15,7.750000,7.820000,7.560000,7.570000,7.570000,15867600
2010-11-16,7.490000,7.650000,7.420000,7.430000,7.430000,26840800
2010-11-17,7.320000,7.430000,7.240000,7.330000,7.330000,17761400
2010-11-18,7.430000,7.480000,7.300000,7.350000,7.350000,13942700
2010-11-19,7.360000,7.530000,7.270000,7.470000,7.470000,14476000
2010-11-22,7.440000,7.560000,7.300000,7.410000,7.410000,12073300
2010-11-23,7.320000,7.410000,7.260000,7.320000,7.320000,10386700
2010-11-24,7.380000,7.670000,7.370000,7.620000,7.620000,14304900
2010-11-26,7.600000,7.650000,7.510000,7.550000,7.550000,4052200
2010-11-29,7.470000,7.500000,7.260000,7.380000,7.380000,15579700
2010-11-30,7.290000,7.370000,7.260000,7.290000,7.290000,12917100
2010-12-01,7.410000,7.600000,7.370000,7.510000,7.510000,23883600
2010-12-02,7.560000,7.630000,7.490000,7.540000,7.540000,19539900
